gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1990465444	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19336088	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	JM		28eb1a3f-1c15-4a95-931a-4af90ecb574d	18.458573	-77.318172	26.0						2018-12-31T12:03:05Z	31	12	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	19336088			2019-01-30T02:47:56Z	CC_BY_NC_4_0	ldempewolf	ldempewolf			2019-03-19T21:01:31.066Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990465399	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19332659	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.441337	-84.227203	10.0						2018-10-27T10:05:52Z	27	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	19332659			2018-12-31T14:01:11Z	CC_BY_NC_4_0	theweddingorchard	theweddingorchard			2019-03-19T21:01:28.466Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990465109	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19314789	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	27.746258	-82.718742	10.0						2018-12-30T13:26:00Z	30	12	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	19314789				CC_BY_NC_4_0	Talon Hughes	Talon Hughes			2019-03-19T21:01:12.143Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990463470	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19182237	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.957531	-84.049694	66.0						2018-12-23T16:47:31Z	23	12	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	19182237			2018-12-23T23:37:58Z	CC_BY_NC_4_0	aquiros	aquiros			2019-03-19T20:59:17.331Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990462683	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19104179	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	AR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-25.047839	-60.899675	31.0						2018-09-04T00:00:00Z	4	9	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	19104179			2019-01-29T14:44:58Z	CC_BY_NC_4_0	alemsqdt	alemsqdt			2019-03-19T20:58:07.587Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990462106	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/19031837	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	JM		28eb1a3f-1c15-4a95-931a-4af90ecb574d									2018-12-15T12:43:00Z	15	12	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	19031837			2018-12-15T17:54:47Z	CC_BY_NC_4_0	lrogle	lrogle			2019-03-19T20:57:02.611Z	STILLIMAGE	
1990461446	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18953209	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.996632	-97.568507							2018-11-02T12:43:00Z	2	11	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18953209			2018-12-11T04:27:38Z	CC_BY_NC_4_0	Joseph C	Joseph C			2019-03-19T20:50:15.858Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990461233	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18918896	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.373705	-80.074025	313.0						2018-12-07T14:41:00Z	7	12	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18918896			2019-01-15T21:24:56Z	CC_BY_NC_4_0	caearly893	caearly893			2019-03-19T20:49:53.918Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990461058	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/1889601	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	EC		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-1.280497	-90.469173							2015-07-10T12:33:59Z	10	7	2015	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	1889601			2015-08-25T01:59:04Z	CC_BY_NC_4_0	Jaico Caballero	Jaico Caballero			2019-03-19T20:49:39.181Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990461057	50c9509d-22c7-4a22-a47d-8c48425ef4a7	http://www.inaturalist.org/observations/1889595	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	EC		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-1.280497	-90.469173							2015-07-10T12:17:28Z	10	7	2015	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	1889595			2015-08-25T01:57:29Z	CC_BY_NC_4_0	Jaico Caballero	Jaico Caballero			2019-03-19T20:49:39.193Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990459025	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18506912	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	BS		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.532144	-77.056506	33.0						2018-11-19T14:25:45Z	19	11	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18506912			2019-01-19T15:59:09Z	CC_BY_NC_4_0	Emily Powell	Emily Powell			2019-03-19T20:45:49.935Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990459012	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18504814	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	31.493954	-83.303977	29226.0						2018-10-13T17:58:36Z	13	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18504814			2018-11-19T22:39:07Z	CC_BY_NC_4_0	apteryxrowi	apteryxrowi			2019-03-19T20:45:48.435Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990458836	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18466159	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.197221	-97.813238	3.0						2018-10-12T11:19:00Z	12	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18466159			2019-01-13T20:34:40Z	CC_BY_NC_4_0	sarahannhorner	sarahannhorner			2019-03-19T20:45:25.931Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990458709	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18443542	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	22.088117	-159.392685							2015-05-19T11:11:00Z	19	5	2015	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18443542			2018-11-17T06:40:22Z	CC_BY_NC_4_0	Brian	Brian			2019-03-19T20:45:12.300Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990458485	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18387237	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	HN		28eb1a3f-1c15-4a95-931a-4af90ecb574d	14.908929	-88.093202	526.0						2018-11-01T10:43:44Z	1	11	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18387237			2018-11-14T06:02:49Z	CC_BY_NC_4_0	Denilson Eliu Ordoñez Moreno	Denilson Eliu Ordoñez Moreno			2019-03-19T20:44:39.892Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990458400	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18365647	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.215095	-87.566147	5.0						2018-10-21T12:25:31Z	21	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18365647			2018-11-13T03:46:45Z	CC_BY_NC_4_0	karliasmith	karliasmith			2019-03-19T20:44:29.243Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990458380	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18360625	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.840737	-83.889498							2018-11-03T00:55:00Z	3	11	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18360625			2018-11-12T22:55:28Z	CC_BY_NC_4_0	fabiola_hbalcazar	fabiola_hbalcazar			2019-03-19T20:44:25.386Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990458379	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18360641	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.839187	-83.890307							2018-11-03T01:42:00Z	3	11	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18360641			2018-11-12T22:55:38Z	CC_BY_NC_4_0	fabiola_hbalcazar	fabiola_hbalcazar			2019-03-19T20:44:25.596Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990457656	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18082183	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	23.298966	-106.440561	122.0						2018-10-06T19:23:00Z	6	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18082183			2019-01-14T06:24:31Z	CC_BY_NC_4_0	FRANCISCO MIGUEL FARRIOLS ESTRADA	FRANCISCO MIGUEL FARRIOLS ESTRADA			2019-03-19T20:42:01.886Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990457606	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/18065025	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.299945	-95.800033	16.0						2018-11-03T11:58:29Z	3	11	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	18065025			2018-11-03T18:42:03Z	CC_BY_NC_4_0	Clayton Bownds	Clayton Bownds			2019-03-19T20:41:50.215Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990457001	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17893084	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.790354	-100.346777	18.0						2018-10-24T17:29:00Z	24	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17893084			2019-01-12T22:26:58Z	CC_BY_NC_4_0	Janet Guardiola	Janet Guardiola			2019-03-19T20:39:45.597Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
1990456729	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17823410	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	HN		28eb1a3f-1c15-4a95-931a-4af90ecb574d	14.008063	-87.010973	64.0						2018-10-23T15:52:41Z	23	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17823410			2018-10-25T14:24:58Z	CC_BY_NC_4_0	Doménica Gutiérrez	Doménica Gutiérrez			2019-03-19T20:38:54.274Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
1990456532	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17757670	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CO		28eb1a3f-1c15-4a95-931a-4af90ecb574d	3.579413	-76.496407							2017-05-14T15:02:00Z	14	5	2017	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17757670				CC_BY_NC_4_0	diegomavi6	diegomavi6			2019-03-19T20:38:11.073Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990456465	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17732469	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.322241	-86.751461	190.0						2018-10-21T13:03:00Z	21	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17732469			2018-10-22T02:44:49Z	CC_BY_NC_4_0	westwind78	westwind78			2019-03-19T20:37:54.451Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990456461	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17731769	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.90327	-97.9676	8.0						2018-10-21T14:39:00Z	21	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17731769			2018-10-22T02:16:57Z	CC_BY_NC_4_0	asherprangnell	asherprangnell			2019-03-19T20:37:53.929Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990456235	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17680692	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.447677	-81.43892	10.0						2018-10-20T12:51:39Z	20	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17680692			2019-01-12T16:30:49Z	CC_BY_NC_4_0	Sara Piotter	Sara Piotter			2019-03-19T20:37:20.047Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990456136	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17652549	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	29.513058	-98.680886	5.0						2018-10-19T12:25:00Z	19	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17652549			2019-01-14T02:29:14Z	CC_BY_NC_4_0	rolandia	rolandia			2019-03-19T20:29:22.270Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990455656	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17502616	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.942007	-84.386196	31218.0						2018-10-14T11:55:54Z	14	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17502616			2018-10-14T17:56:14Z	CC_BY_NC_4_0	ldgc	ldgc			2019-03-19T20:28:06.751Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990455552	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17472188	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.999893	-84.050379	31218.0						2018-10-13T12:40:56Z	13	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17472188			2018-10-13T19:02:57Z	CC_BY_NC_4_0	ldgc	ldgc			2019-03-19T20:27:50.282Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990455157	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17349031	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.656845	-96.818358							2018-10-09T09:40:54Z	9	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17349031			2018-10-09T14:42:37Z	CC_BY_NC_4_0	birdladymilam	birdladymilam			2019-03-19T20:26:48.976Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990455043	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17317345	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	35.783401	-78.665359							2018-10-08T10:58:26Z	8	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17317345			2018-10-08T15:01:15Z	CC_BY_NC_4_0	ktree	ktree			2019-03-19T20:26:32.812Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990455040	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17316221	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	EC		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-0.187295	-78.422737	5.0						2018-09-15T11:24:13Z	15	9	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17316221			2018-10-08T14:17:42Z	CC_BY_NC_4_0	Diego F. Cisneros-Heredia	Diego F. Cisneros-Heredia			2019-03-19T20:26:32.271Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990455006	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17303821	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	21.070814	-97.642069	1080.0						2018-03-16T18:16:00Z	16	3	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17303821			2018-10-08T01:42:44Z	CC_BY_NC_4_0	ricardo_cohe	ricardo_cohe			2019-03-19T20:26:25.885Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84
1990454976	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17294185	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	CR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	9.984329	-84.205481	1339.0						2018-08-04T09:53:00Z	4	8	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17294185			2018-10-07T21:15:53Z	CC_BY_NC_4_0	ldgc	ldgc			2019-03-19T20:26:20.644Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990454526	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17136620	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.832935	-76.361083	200.0						2018-10-02T10:28:00Z	2	10	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17136620			2018-10-02T19:42:19Z	CC_BY_NC_4_0	Rick McNelly	Rick McNelly			2019-04-04T15:08:49.796Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990454359	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/17075250	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	30.810368	-91.377483	88.0						2018-09-29T10:04:11Z	29	9	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	17075250			2018-09-30T20:15:53Z	CC_BY_NC_4_0	katrina hashagen	katrina hashagen			2019-03-19T20:24:37.799Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990454024	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/16965651	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.816028	-80.133803	8.0						2018-09-27T11:50:53Z	27	9	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	16965651				CC_BY_NC_4_0	nautilus_sharks	nautilus_sharks			2019-04-17T07:46:06.842Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990449311	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15491787	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	BR		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-20.756467	-41.453293	800.0						2018-08-16T13:54:04Z	16	8	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	15491787			2018-09-29T21:10:21Z	CC_BY_NC_4_0	Alexandre Stamato Michelotto	Alexandre Stamato Michelotto			2019-03-19T20:03:40.576Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990449230	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15461490	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	US		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.656769	-85.534598	84.0						2018-08-15T17:36:37Z	15	8	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	15461490			2018-08-15T22:41:52Z	CC_BY_NC_4_0	kommissar	kommissar			2019-03-19T20:03:28.119Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1990447866	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/15051484	Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Gasteracantha	Gasteracantha cancriformis		SPECIES	Gasteracantha cancriformis (Linnaeus, 1758)	MX		28eb1a3f-1c15-4a95-931a-4af90ecb574d	17.863046	-92.486686	4.0						2018-08-02T00:00:00Z	2	8	2018	2158546	2158546	HUMAN_OBSERVATION	iNaturalist	Observations	15051484			2018-08-02T19:09:17Z	CC_BY_NC_4_0	Karina Martínez Álvarez	Karina Martínez Álvarez			2019-03-19T19:59:28.628Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
